Site_ID,Name,Hierarchy,Primary_Typology,Secondary_Typology,Specific_Use,Site_Access,Site_Owner,Whole_Part,Site_Area_Ha,Ward
1683,Longdale Road Greens - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.015,Sherwood
885,Bentinck Court - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0151,St Ann's
810,Beecham Avenue Area - 32,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0152,St Ann's
728,Aveline Close - 23,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0147,Bestwood
729,Aveline Close - 24,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0145,Bestwood
1224,Corben Gardens - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0147,Bulwell
1760,Monkton Drive Clanfield Rd Green - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.015,Bilborough
1523,Harwich Close - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0085,Bulwell
1524,Harwich Close - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0079,Bulwell
1802,Newmarket Road - 32,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0075,Bulwell
1801,Newmarket Road - 31,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.008,Bulwell
1257,David Charles Estate - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0082,Clifton West
1566,Jacklin Gardens - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0081,Bestwood
1258,David Charles Estate - 17,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0078,Clifton West
1567,Jacklin Gardens - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.008,Bestwood
1141,Clayfield Close - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0083,Bulwell
1669,Longdale Road Greens - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0084,Sherwood
1670,Longdale Road Greens - 17,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0081,Sherwood
1671,Longdale Road Greens - 18,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0081,Sherwood
743,Aveline Close - 37,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0077,Bestwood
742,Aveline Close - 36,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0077,Bestwood
741,Aveline Close - 35,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0083,Bestwood
740,Aveline Close - 34,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0085,Bestwood
865,Bellevue Court - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0083,St Ann's
1699,Meadows Amenity Areas - 14, ,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0082,Meadows
1672,Longdale Road Greens - 19,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0075,Sherwood
955,Broadwalk Greens - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0078,Basford
1387,Farnborough Road Green - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0075,Clifton West
702,Aslockton Drive Green - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0081,Basford
967,Top Valley Drive/Beauclerk Drive - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0083,Bulwell Forest
1608,Ladbrook Cresent Stockhill Lane Green - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0079,Basford
205,John Carroll Leisure Centre,Local,Provision for Children and Young People,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.5331,Radford
79,Scafell Way Open Space,Local,Provision for Children and Young People,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.514,Clifton East
216,Independent Street Open Space,Neighbourhood,Provision for Children and Young People,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.4906,Radford
880,Bentinck Court - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0282,St Ann's
1182,Colston Road/ST Albans Road - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0277,Bulwell Forest
1827,Nine Acre Gardens - 3, ,Amenity Green Space,, ,No access information,Nottingham City Council,Whole Site,0.0277,Bulwell
1406,Faulconbridge Close - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0283,Bulwell
1183,Colston Road/ST Albans Road - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0276,Bulwell Forest
30,Lees Hill Play Area,Neighbourhood,Provision for Children and Young People,,Equipped Children's Playground,Freely accessible to public,Nottingham City Council,Whole Site,0.0284,Dales
881,Bentinck Court - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0281,Dales
2068,Wilford Crescent Green P.Stn-Bathley Street - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.028,Meadows
2067,Wilford Crescent Green P.Stn-Bathley Street - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0285,Meadows
1233,Cotswold Road Flats Adj to Flats 1-7 - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0284,Bilborough
2058,Wellington Circus - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0284,Castle
1275,Dennett Close - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0279,St Ann's
2031,Top Valley Drive/Brisbane Drive - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0281,Bulwell Forest
1577,Kersall Court - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0283,Basford
1967,Stoney Houghton Gardens - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0274,Bulwell
1313,Duchess Street - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0112,Bulwell
912,Bradley Walk Green - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.011,Clifton East
911,Bradley Walk Green - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0114,Clifton East
1942,Steadfold Close - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0113,Bulwell
733,Aveline Close - 28,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0108,Bestwood
1104,Cawston Gardens - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0107,Bulwell
2305,Nottingham Canal 1 - 10,City,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0107,Meadows
1314,Duchess Street - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0105,Bulwell
1043,Westgate Junior School - 1,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.0114,Bulwell Forest
863,Bellevue Court - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.011,St Ann's
1983,Thomas Court - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0066,St Ann's
1260,David Charles Estate - 19,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0073,Clifton West
1747,Milford Drive - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0067,Dales
1704,Meadows Amenity Areas - 19, ,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0069,Meadows
1477,Gayhurst Road - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0068,Basford
1706,Meadows Amenity Areas - 20, ,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0065,Meadows
1359,Naburn Court Warden Aided Complex - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0072,Leen Valley
1471,Fountain Dale Court - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0073,St Ann's
1294,Dogwood Cresent - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0067,Bulwell
1461,Forsythia Gardens - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0067,Lenton & Wollaton East
1317,Duchess Street - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0074,Bulwell
2106,Winscale Gardens - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0072,Bestwood
1448,Forsythia Gardens - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0061,Lenton & Wollaton East
1449,Forsythia Gardens - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0057,Lenton & Wollaton East
1748,Milford Drive - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0058,Dales
981,Cotswold Road Flats Adj to Flats 1-7 - 29,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0055,Bilborough
2026,Top Valley Drive/Brisbane Drive - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0064,Bulwell Forest
830,Beecham Avenue Area - 50,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0056,St Ann's
1263,David Charles Estate - 21,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0062,Clifton West
1262,David Charles Estate - 20,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0063,Clifton West
1320,Duchess Street - 18,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0056,Bulwell
1624,Latkill Close - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0056,Bulwell
1582,Kevern Close Flats - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0061,Aspley
1295,Dogwood Cresent - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0065,Bulwell
1527,Harwich Close - 19,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0057,Bulwell
1139,Chippenham Road Swimming Pool - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0063,Bestwood
1144,Clayfield Close - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0057,Bulwell
1145,Clayfield Close - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0056,Bulwell
1223,Corben Gardens - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0147,Bulwell
811,Beecham Avenue Area - 33,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0146,St Ann's
1682,Longdale Road Greens - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0151,Sherwood
869,Bentinck Court - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0148,Dales
2105,Winscale Gardens - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0147,Bestwood
1331,Duchess Street - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0151,Bulwell
1565,Hoefield Cresent - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0042,Bulwell
1189,Colston Road/ST Albans Road - 19,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.004,Bulwell Forest
1148,Clayfield Close - 17,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0042,Bulwell
834,Beecham Avenue Area - 54,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0044,St Ann's
1985,Thomas Court - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0038,St Ann's
850,Bellevue Court - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.004,St Ann's
837,Beecham Avenue Area - 57,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0036,St Ann's
835,Beecham Avenue Area - 55,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0044,St Ann's
753,Aveline Close - 46,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0036,Bestwood
1530,Harwich Close - 21,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0042,Bulwell
1136,Chippenham Road Swimming Pool - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0039,Bestwood
1731,Milford Drive - 11,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0039,Dales
1022,Lytham Gardens - 20,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0038,Bestwood
2464,River Leen 4 - 3,Local,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0038,Bulwell
1732,Milford Drive - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0039,Dales
1733,Milford Drive - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0036,Dales
1734,Milford Drive - 14,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0036,Dales
1585,Kevern Close Flats - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0035,Aspley
836,Beecham Avenue Area - 56,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0038,St Ann's
1812,Newmarket Road - 41,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0036,Bulwell
923,Catherine Close - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0039,Bulwell
957,Broadwalk Greens - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0041,Basford
876,Bentinck Court - 18,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0043,Dales
323,Bridlington Street,Local,Provision for Children and Young People,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.4878,Hyson Green & Arboretum
431,Meadows Open Space,Local,Provision for Children and Young People,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.464,Meadows
124,Brewsters Road play area,Neighbourhood,Provision for Children and Young People,,Equipped Children's Playground,Restricted access: other,Metropolitan Housing,Whole Site,0.4459,Mapperley
2254,Trinity R.C. School - 2,Local,Institutional,,School,No access information,Nottingham City Council,Whole Site,0.3979,Leen Valley
444,Parkdale Road Open Space,Local,Provision for Children and Young People,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.3855,Dales
558,Heskey Park,Local,Provision for Children and Young People,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.3649,St Ann's
618,"The Green, Meadows",,Provision for Children and Young People,,,Freely accessible to public,,Whole Site,0.3567,Meadows
267,Kirkstead Street Open Space,Local,Provision for Children and Young People,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.3219,Hyson Green & Arboretum
382,Dunkirk Road Open Space,Local,Provision for Children and Young People,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.31,Lenton & Wollaton East
333,Stanton Tip,Neighbourhood,Natural and Semi Natural,,Post Industrial,Freely accessible to public,Nottingham City Council,Whole Site,39.6618,Bulwell
312,Hambling Close Open Space,Local,Parks and Gardens,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.2744,Bulwell
658,Corpus Christi Church,,"Cemeteries, churches and disused churchyards",,,Freely accessible to public,Not NCC - Unknown,Whole Site,0.2597,Clifton East
634,Mountfield Drive Open Space,Local,Parks and Gardens,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.2588,Bestwood
1158,Clayfield Close - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0102,Bulwell
1443,Flaxton Way/Bakewell Drive Area - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.01,Bulwell Forest
773,Barrent Walk - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0098,Bestwood
1062,Burrows Court - 1, ,Amenity Green Space,, ,No access information,Unknown,Whole Site,0.01,St Ann's
2456,Mansfield Grove,Local,Provision for Children and Young People,,Equipped Children's Playground,No public access,Housing Association,Whole Site,0.01,Hyson Green & Arboretum
1884,Pleasant Court - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0097,Hyson Green & Arboretum
1035,Stoney Houghton Gardens - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0097,Bulwell
1386,Newmarket Road - 29,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0103,Bulwell
864,Bellevue Court - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.01,St Ann's
1980,Thomas Court - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0096,St Ann's
1520,Harwich Close - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0095,Bulwell
1745,Milford Drive - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0099,Dales
2043,Weetman Gardens Area - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0097,Bestwood
1656,Lodgewood Close - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0099,Bulwell
2055,Weetman Gardens Area - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.01,Bestwood
2009,Tobias Close - 21,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0103,Bulwell Forest
1943,Steadfold Close - 15,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0104,Bulwell
1468,Fountain Dale Court - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0103,St Ann's
1957,Steadfold Close - 28,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0012,Bulwell
1958,Steadfold Close - 29,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0011,Bulwell
1960,Steadfold Close - 30,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.001,Bulwell
894,Bonington Close - 16,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0013,Bulwell
1846,Oakington Close/Orlock Walk - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0012,Bestwood
1880,Pleasant Court - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0012,Hyson Green & Arboretum
857,Bellevue Court - 17,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0011,St Ann's
858,Bellevue Court - 18,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.001,St Ann's
1286,Dennett Close - 28,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0014,St Ann's
2309,Nottingham Canal 1 - 17,City,Natural and Semi Natural,,Green Corridor,No public access,Nottingham City Council,Whole Site,0.0007,Meadows
877,Bentinck Court - 19,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0013,Dales
915,Bradley Walk Green - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0063,Clifton East
492,Dale Allotments,,"Allotments, Community Gardens and Urban Farms",,"Allotments, Association run",Restricted access: members/tenants only,Nottingham City Council,Whole Site,6.4189,Dales
369,Brooksby Lane Open Space,Neighbourhood,Natural and Semi Natural,,Grassland,Freely accessible to public,Nottingham City Council,Whole Site,6.2685,Clifton West
467,Windmill Gardens,,"Allotments, Community Gardens and Urban Farms",,"Allotments, Association run",Restricted access: members/tenants only,Nottingham City Council,Whole Site,6.1639,Leen Valley
227,Sandy Banks LNR,Neighbourhood,Natural and Semi Natural,,Grassland / Scrub,Freely accessible to public,Nottingham City Council,Whole Site,5.7775,Bestwood
1858,Orby Close - 6,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0038,St Ann's
1864,Park Lane/Rosegarth Walk - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0038,Basford
1926,St Martins Road - 12,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0044,Bilborough
838,Beecham Avenue Area - 58,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0035,St Ann's
2099,Wilkinson Street Greens - 8,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0041,Basford
1531,Harwich Close - 22,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0041,Bulwell
984,Cotswold Road Flats Adj to Flats 1-7 - 31,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.004,Bilborough
499,Whitemoor Nature Reserve (River Leen 11) - 1,City,Natural and Semi Natural,,Grassland / Scrub,Freely accessible to public,Nottingham City Council,Whole Site,2.5728,Basford
648,Sneinton Walkway - 1,City,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,2.4622,Dales
403,Hucknall Road Walkway 1 - 1,City,Natural and Semi Natural,,Woodland / Corridor,Freely accessible to public,Nottingham City Council,Whole Site,2.4589,Bulwell Forest
635,Stonepit Plantation,Neighbourhood,Natural and Semi Natural,,Woodland,Freely accessible to public,Notts Wildlife Trust,Whole Site,2.395,Bilborough
305,Trent RailwayYard,City,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,2.3693,Dales
327,Brecks Plantation - 1,City,Natural and Semi Natural,,Woodland,Freely accessible to public,Nottingham City Council,Whole Site,2.3253,Clifton East
261,Harrison's Plantation LNR - 1,City,Natural and Semi Natural,,Woodland,Freely accessible to public,Nottingham City Council,Whole Site,2.3244,Wollaton West
647,Penn Avenue Open Space - 1,Local,Parks and Gardens,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.2562,Lenton & Wollaton East
645,Mildenhall Crescent Open Space,Local,Parks and Gardens,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.2447,Bestwood
641,Barlock Drive Open Space,Local,Parks and Gardens,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.2445,Basford
259,River Leen 5 - 1,Local,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,0.2407,Bulwell
598,St Barnabas Roman Catholic Cathedral,,"Cemeteries, churches and disused churchyards",,,Freely accessible to public: unofficial/de facto,Not NCC - Unknown,Whole Site,0.2361,Castle
612,Bestwood Park Church,,"Cemeteries, churches and disused churchyards",,,Freely accessible to public,Not NCC - Unknown,Whole Site,0.2355,Bestwood
184,John Farr Rest Garden,Local,Parks and Gardens,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.2351,Berridge
607,St Jude's Church,,"Cemeteries, churches and disused churchyards",,,Freely accessible to public,Not NCC - Unknown,Whole Site,0.2251,Mapperley
591,St Francis Church,,"Cemeteries, churches and disused churchyards",,,Freely accessible to public,Not NCC - Unknown,Whole Site,0.1985,Clifton East
301,Wingbourne Walk - 1,Local,Natural and Semi Natural,,Wetland,Freely accessible to public,Nottingham City Council,Whole Site,0.1994,Bulwell
657,St Leo's Green,Local,Parks and Gardens,,,Freely accessible to public,,Whole Site,0.198,Basford
285,St Nicholas Church,Not in Use,"Cemeteries, churches and disused churchyards",,Churchyards,Freely accessible to public,Southwell Diocese,Whole Site,0.197,Castle
601,St John The Baptist's Church,,"Cemeteries, churches and disused churchyards",,,Restricted access: other,Not NCC - Unknown,Whole Site,0.1924,Bilborough
1278,Dennett Close - 13,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0207,St Ann's
1127,Cawston Gardens - 5,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0211,Bulwell
698,Aslockton Drive Green - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0211,Basford
1098,Carlin Street - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0209,Bulwell
942,Bramerton Road Green adj 10-20 - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0211,Bilborough
1172,Clifton Village Greens - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0014,Clifton West
670,Agricultural north of Holme Pit, ,Agricultural,,Mixed use,No access information,Nottingham City Council,Whole Site,75.258,Clifton West
2385,Bullwell Forest Golf Course,City,Outdoor Sports Facility,,Golf Course,No access information,Nottingham City Council,Whole Site,30.9038,Bulwell Forest
2393,Colwick Racecourse Grounds, ,Outdoor Sports Facility,,Racecourse,No access information, ,Whole Site,28.0755,Dales
667,Agricultural land north of Trent, ,Agricultural,,Arable,No access information,Unknown,Whole Site,22.0033,Lenton & Wollaton East
2407,Grove Farm Sports Ground,City,Outdoor Sports Facility,,Sports Turf,No access information,University of Nottingham,Whole Site,21.6095,Lenton & Wollaton East
632,Stanhope Ave,Local,Parks and Gardens,,Parks,Freely accessible to public,Unknown,Whole Site,0.7795,Berridge
37,Lenton Parish Church (Holy Trinity),Not in Use,"Cemeteries, churches and disused churchyards",,Churchyards,Freely accessible to public,Southwell Diocese,Whole Site,0.767,Lenton & Wollaton East
611,St Matthew's On The Hill,,"Cemeteries, churches and disused churchyards",,,Freely accessible to public,Not NCC - Unknown,Whole Site,0.7675,Bestwood
651,Irwin Drive Open Space,Local,Parks and Gardens,,Parks,Freely accessible to public,Nottingham City Council,Whole Site,0.7526,Bulwell
241,Nethergrate Stream 2 Clifton village - 1,City,Natural and Semi Natural,,Green Corridor,Freely accessible to public,Nottingham City Council,Whole Site,0.7278,Clifton West
505,Beeston Sidings LNR,City,Natural and Semi Natural,,Grassland / Scrub,Freely accessible to public,Nottingham City Council,Whole Site,5.6595,Lenton & Wollaton East
937,Bramerton Road Green adj 10-20 - 4,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0523,Bilborough
1444,Flaxton Way/Bakewell Drive Area - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.052,Bulwell Forest
1415,Flaxton Way/Bakewell Drive Area - 10,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.052,Bulwell Forest
1197,Colston Road/ST Albans Road - 9,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0518,Bulwell Forest
2093,Wilkinson Street Greens - 2,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0517,Basford
1353,Failsworth Close Green - 3,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0518,Clifton East
758,Aveline Close - 7,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0521,Bestwood
2102,Winscale Gardens - 1,Local,Amenity Green Space,,Grass,No access information,Nottingham City Council,Whole Site,0.0522,Bestwood
